id,disease,plants,names,disease_description,treatment_suggestions,symptoms,region,severity,control_measures
962,Late Blight,Wheat,Triticum,A bacterial infection,Maintain good hygiene,Reddish pustules,Asia,High,Crop rotation
963,Powdery Mildew,Soybean,Glycine,A bacterial infection,Use fungicides,Yellowing leaves,Australia,Medium,Avoid overhead irrigation
964,Rust,Potato,Glycine,A viral infection,Apply neem oil,Reddish pustules,America,Medium,Avoid overhead irrigation
965,Late Blight,Potato,Triticum,A bacterial infection,Rotate crops,Leaf curling,Asia,High,Crop rotation
966,Leaf Spot,Wheat,Lycopersicon,A bacterial infection,Apply neem oil,Yellowing leaves,Australia,Medium,Use certified seeds
967,Rust,Tomato,Glycine,A viral infection,Apply neem oil,Leaf curling,Europe,High,Maintain field hygiene
968,Leaf Spot,Wheat,Solanum,A parasitic infection,Use fungicides,White powder on leaves,Africa,Low,Use certified seeds
969,Leaf Spot,Soybean,Lycopersicon,A fungal disease,Apply neem oil,Yellowing leaves,Asia,Low,Avoid overhead irrigation
970,Anthracnose,Wheat,Zea,A bacterial infection,Use fungicides,Leaf curling,America,Low,Use certified seeds
971,Anthracnose,Corn,Triticum,A viral infection,Use fungicides,Leaf curling,Africa,High,Use mulch
972,Leaf Spot,Wheat,Solanum,A bacterial infection,Apply neem oil,Yellowing leaves,Africa,Low,Use mulch
973,Anthracnose,Corn,Solanum,A bacterial infection,Rotate crops,White powder on leaves,America,High,Avoid overhead irrigation
974,Rust,Tomato,Solanum,A parasitic infection,Rotate crops,Yellowing leaves,America,Medium,Avoid overhead irrigation
975,Leaf Spot,Tomato,Zea,A fungal disease,Use resistant varieties,Reddish pustules,Australia,High,Use certified seeds
976,Leaf Spot,Soybean,Solanum,A bacterial infection,Maintain good hygiene,Reddish pustules,Europe,Medium,Crop rotation
977,Powdery Mildew,Tomato,Glycine,A fungal disease,Apply neem oil,Reddish pustules,America,Low,Avoid overhead irrigation
978,Powdery Mildew,Corn,Solanum,A viral infection,Apply neem oil,Black spots on leaves,America,Medium,Maintain field hygiene
979,Powdery Mildew,Tomato,Lycopersicon,A viral infection,Use fungicides,White powder on leaves,Africa,Medium,Crop rotation
980,Powdery Mildew,Corn,Glycine,Caused by nematodes,Rotate crops,Yellowing leaves,Asia,Medium,Use mulch
981,Late Blight,Soybean,Solanum,A parasitic infection,Apply neem oil,Black spots on leaves,Asia,High,Crop rotation
982,Powdery Mildew,Corn,Zea,A viral infection,Rotate crops,White powder on leaves,America,High,Use certified seeds
983,Rust,Wheat,Solanum,A bacterial infection,Use resistant varieties,Leaf curling,Europe,Low,Avoid overhead irrigation
984,Late Blight,Tomato,Zea,A bacterial infection,Apply neem oil,Yellowing leaves,America,Medium,Maintain field hygiene
985,Rust,Potato,Glycine,A viral infection,Use fungicides,Reddish pustules,Europe,High,Use certified seeds
986,Powdery Mildew,Wheat,Glycine,Caused by nematodes,Rotate crops,White powder on leaves,Africa,Low,Avoid overhead irrigation
987,Leaf Spot,Corn,Glycine,A parasitic infection,Maintain good hygiene,Leaf curling,Australia,High,Crop rotation
988,Late Blight,Wheat,Glycine,Caused by nematodes,Rotate crops,White powder on leaves,Africa,High,Use mulch
989,Leaf Spot,Wheat,Zea,A fungal disease,Rotate crops,Leaf curling,Australia,Low,Avoid overhead irrigation
990,Rust,Wheat,Lycopersicon,A parasitic infection,Maintain good hygiene,White powder on leaves,Africa,Low,Avoid overhead irrigation
991,Rust,Wheat,Zea,A parasitic infection,Rotate crops,Reddish pustules,America,High,Use mulch
992,Late Blight,Corn,Zea,A bacterial infection,Use resistant varieties,Black spots on leaves,America,Medium,Use certified seeds
993,Rust,Tomato,Solanum,A parasitic infection,Apply neem oil,Leaf curling,Europe,Low,Avoid overhead irrigation
994,Late Blight,Tomato,Solanum,A parasitic infection,Apply neem oil,Yellowing leaves,America,Low,Crop rotation
995,Rust,Wheat,Zea,A bacterial infection,Apply neem oil,Yellowing leaves,Asia,Low,Maintain field hygiene
996,Leaf Spot,Potato,Triticum,A parasitic infection,Rotate crops,White powder on leaves,America,Low,Avoid overhead irrigation
997,Anthracnose,Tomato,Lycopersicon,Caused by nematodes,Maintain good hygiene,Black spots on leaves,Asia,High,Maintain field hygiene
998,Powdery Mildew,Corn,Glycine,A parasitic infection,Rotate crops,Leaf curling,Africa,High,Use mulch
999,Powdery Mildew,Corn,Glycine,A viral infection,Apply neem oil,Black spots on leaves,Africa,High,Avoid overhead irrigation
1000,Anthracnose,Tomato,Glycine,A parasitic infection,Maintain good hygiene,White powder on leaves,Australia,Low,Avoid overhead irrigation
1001,Anthracnose,Corn,Solanum,A parasitic infection,Apply neem oil,Leaf curling,Australia,High,Maintain field hygiene
1002,Late Blight,Corn,Solanum,A fungal disease,Apply neem oil,Yellowing leaves,America,Medium,Use mulch
1003,Rust,Soybean,Lycopersicon,A fungal disease,Use resistant varieties,Yellowing leaves,America,Medium,Crop rotation
1004,Leaf Spot,Corn,Lycopersicon,Caused by nematodes,Use resistant varieties,Leaf curling,Australia,High,Avoid overhead irrigation
1005,Powdery Mildew,Tomato,Zea,A fungal disease,Rotate crops,Leaf curling,America,High,Crop rotation
1006,Anthracnose,Tomato,Solanum,Caused by nematodes,Use resistant varieties,Leaf curling,Asia,High,Use certified seeds
1007,Anthracnose,Potato,Glycine,A fungal disease,Maintain good hygiene,Yellowing leaves,Africa,Low,Avoid overhead irrigation
1008,Anthracnose,Wheat,Zea,A fungal disease,Use fungicides,Leaf curling,Europe,Medium,Maintain field hygiene
1009,Rust,Tomato,Triticum,A bacterial infection,Maintain good hygiene,Leaf curling,Europe,Low,Use mulch
1010,Leaf Spot,Corn,Triticum,Caused by nematodes,Apply neem oil,Black spots on leaves,Africa,Low,Crop rotation
1011,Anthracnose,Potato,Lycopersicon,A parasitic infection,Apply neem oil,White powder on leaves,Europe,Medium,Use certified seeds
1012,Leaf Spot,Soybean,Solanum,A fungal disease,Use resistant varieties,Black spots on leaves,Europe,High,Avoid overhead irrigation
1013,Powdery Mildew,Potato,Solanum,Caused by nematodes,Apply neem oil,White powder on leaves,Asia,Medium,Use certified seeds
1014,Late Blight,Corn,Triticum,A parasitic infection,Use fungicides,White powder on leaves,Africa,High,Crop rotation
1015,Late Blight,Tomato,Lycopersicon,A fungal disease,Rotate crops,White powder on leaves,Australia,Medium,Maintain field hygiene
1016,Powdery Mildew,Potato,Lycopersicon,A viral infection,Rotate crops,Yellowing leaves,Africa,High,Maintain field hygiene
1017,Late Blight,Corn,Solanum,A parasitic infection,Maintain good hygiene,Yellowing leaves,America,High,Avoid overhead irrigation
1018,Anthracnose,Soybean,Solanum,A fungal disease,Rotate crops,Leaf curling,America,Low,Crop rotation
1019,Rust,Potato,Triticum,A fungal disease,Use resistant varieties,Black spots on leaves,Africa,High,Avoid overhead irrigation
1020,Late Blight,Corn,Glycine,A parasitic infection,Use resistant varieties,Black spots on leaves,Europe,High,Use mulch
1021,Powdery Mildew,Wheat,Lycopersicon,Caused by nematodes,Apply neem oil,Leaf curling,Asia,Medium,Use certified seeds
1022,Rust,Tomato,Solanum,A bacterial infection,Use resistant varieties,Black spots on leaves,America,High,Avoid overhead irrigation
1023,Powdery Mildew,Corn,Lycopersicon,A fungal disease,Use resistant varieties,Leaf curling,Australia,High,Use certified seeds
1024,Anthracnose,Wheat,Glycine,Caused by nematodes,Rotate crops,Reddish pustules,Asia,High,Use mulch
1025,Powdery Mildew,Tomato,Triticum,A viral infection,Use fungicides,Black spots on leaves,Australia,High,Avoid overhead irrigation
1026,Anthracnose,Tomato,Glycine,A parasitic infection,Apply neem oil,Yellowing leaves,Europe,High,Crop rotation
1027,Late Blight,Tomato,Triticum,Caused by nematodes,Maintain good hygiene,Reddish pustules,Australia,High,Maintain field hygiene
1028,Rust,Wheat,Lycopersicon,Caused by nematodes,Rotate crops,Leaf curling,Australia,Low,Crop rotation
1029,Leaf Spot,Potato,Zea,Caused by nematodes,Apply neem oil,Yellowing leaves,America,Low,Use mulch
1030,Rust,Wheat,Lycopersicon,A bacterial infection,Rotate crops,Black spots on leaves,Europe,Medium,Avoid overhead irrigation
1031,Leaf Spot,Wheat,Zea,A bacterial infection,Use resistant varieties,White powder on leaves,Australia,Low,Use certified seeds
1032,Late Blight,Corn,Lycopersicon,A viral infection,Maintain good hygiene,Leaf curling,Asia,Medium,Use mulch
1033,Powdery Mildew,Corn,Glycine,A fungal disease,Maintain good hygiene,Black spots on leaves,Africa,Medium,Avoid overhead irrigation
1034,Anthracnose,Soybean,Triticum,A bacterial infection,Use fungicides,Black spots on leaves,Africa,High,Maintain field hygiene
1035,Anthracnose,Wheat,Lycopersicon,A bacterial infection,Apply neem oil,Leaf curling,America,Medium,Maintain field hygiene
1036,Anthracnose,Wheat,Solanum,A bacterial infection,Maintain good hygiene,Leaf curling,Australia,High,Use mulch
1037,Late Blight,Soybean,Triticum,A bacterial infection,Rotate crops,Leaf curling,Asia,Medium,Use certified seeds
1038,Late Blight,Wheat,Glycine,A viral infection,Apply neem oil,Black spots on leaves,Asia,Low,Use certified seeds
1039,Leaf Spot,Wheat,Lycopersicon,Caused by nematodes,Use resistant varieties,Reddish pustules,Australia,High,Crop rotation
1040,Rust,Soybean,Triticum,A parasitic infection,Use fungicides,White powder on leaves,Australia,Low,Maintain field hygiene
1041,Rust,Soybean,Solanum,A parasitic infection,Use resistant varieties,Black spots on leaves,Europe,High,Use mulch
1042,Powdery Mildew,Soybean,Triticum,Caused by nematodes,Maintain good hygiene,Leaf curling,Africa,High,Avoid overhead irrigation
1043,Leaf Spot,Tomato,Lycopersicon,A fungal disease,Use resistant varieties,Reddish pustules,Australia,High,Use certified seeds
1044,Late Blight,Corn,Solanum,A viral infection,Rotate crops,White powder on leaves,Australia,Low,Maintain field hygiene
1045,Late Blight,Soybean,Lycopersicon,A viral infection,Rotate crops,Reddish pustules,Asia,Low,Maintain field hygiene
1046,Anthracnose,Tomato,Zea,A bacterial infection,Apply neem oil,Leaf curling,America,High,Use mulch
1047,Leaf Spot,Corn,Triticum,Caused by nematodes,Use fungicides,White powder on leaves,Africa,Medium,Crop rotation
1048,Leaf Spot,Soybean,Solanum,A bacterial infection,Use fungicides,Reddish pustules,Africa,Medium,Use certified seeds
1049,Late Blight,Wheat,Lycopersicon,A parasitic infection,Rotate crops,Reddish pustules,Africa,Medium,Use certified seeds
1050,Leaf Spot,Wheat,Zea,A parasitic infection,Use resistant varieties,Reddish pustules,Europe,High,Maintain field hygiene
1051,Anthracnose,Corn,Lycopersicon,Caused by nematodes,Use resistant varieties,White powder on leaves,Africa,High,Crop rotation
1052,Anthracnose,Potato,Lycopersicon,A parasitic infection,Apply neem oil,Leaf curling,Asia,High,Crop rotation
1053,Late Blight,Corn,Triticum,A viral infection,Maintain good hygiene,White powder on leaves,Australia,High,Crop rotation
1054,Late Blight,Tomato,Triticum,A bacterial infection,Maintain good hygiene,Reddish pustules,Asia,Low,Crop rotation
1055,Leaf Spot,Wheat,Zea,A viral infection,Apply neem oil,Reddish pustules,Europe,Low,Avoid overhead irrigation
1056,Leaf Spot,Wheat,Triticum,Caused by nematodes,Maintain good hygiene,Leaf curling,Europe,Low,Crop rotation
1057,Rust,Soybean,Solanum,Caused by nematodes,Rotate crops,Yellowing leaves,Asia,High,Use mulch
1058,Leaf Spot,Tomato,Zea,A parasitic infection,Use fungicides,Leaf curling,America,Medium,Crop rotation
1059,Leaf Spot,Potato,Triticum,A fungal disease,Use fungicides,White powder on leaves,America,Low,Avoid overhead irrigation
1060,Powdery Mildew,Tomato,Glycine,A fungal disease,Maintain good hygiene,Reddish pustules,Europe,High,Use certified seeds
1061,Late Blight,Tomato,Solanum,Caused by nematodes,Maintain good hygiene,Black spots on leaves,America,High,Maintain field hygiene
1062,Leaf Spot,Tomato,Lycopersicon,A viral infection,Maintain good hygiene,Reddish pustules,Asia,High,Crop rotation
1063,Powdery Mildew,Tomato,Solanum,A bacterial infection,Use fungicides,Yellowing leaves,Europe,Low,Crop rotation
1064,Leaf Spot,Potato,Solanum,A fungal disease,Maintain good hygiene,Yellowing leaves,Africa,High,Use certified seeds
1065,Late Blight,Tomato,Solanum,A fungal disease,Use resistant varieties,Leaf curling,America,Low,Maintain field hygiene
1066,Rust,Potato,Glycine,A viral infection,Use resistant varieties,Black spots on leaves,America,Medium,Avoid overhead irrigation
1067,Anthracnose,Corn,Solanum,Caused by nematodes,Rotate crops,White powder on leaves,Asia,High,Avoid overhead irrigation
1068,Late Blight,Tomato,Glycine,A parasitic infection,Apply neem oil,Leaf curling,Asia,Low,Crop rotation
1069,Late Blight,Soybean,Glycine,A viral infection,Rotate crops,Reddish pustules,Asia,Medium,Use certified seeds
1070,Powdery Mildew,Potato,Triticum,Caused by nematodes,Use fungicides,Black spots on leaves,America,High,Avoid overhead irrigation
1071,Powdery Mildew,Potato,Glycine,A bacterial infection,Use resistant varieties,Reddish pustules,America,Low,Maintain field hygiene
1072,Powdery Mildew,Tomato,Glycine,Caused by nematodes,Apply neem oil,Black spots on leaves,Europe,High,Crop rotation
1073,Rust,Soybean,Zea,A parasitic infection,Use resistant varieties,Black spots on leaves,America,High,Avoid overhead irrigation
1074,Powdery Mildew,Soybean,Glycine,Caused by nematodes,Maintain good hygiene,Black spots on leaves,Europe,High,Use mulch
1075,Late Blight,Tomato,Solanum,Caused by nematodes,Use fungicides,White powder on leaves,Asia,Medium,Crop rotation
1076,Powdery Mildew,Soybean,Lycopersicon,A viral infection,Apply neem oil,Black spots on leaves,Africa,High,Crop rotation
1077,Leaf Spot,Potato,Glycine,A parasitic infection,Rotate crops,Leaf curling,America,Medium,Crop rotation
1078,Leaf Spot,Tomato,Glycine,A parasitic infection,Use fungicides,Yellowing leaves,Asia,Low,Use certified seeds
1079,Anthracnose,Tomato,Triticum,A fungal disease,Rotate crops,Black spots on leaves,Africa,High,Crop rotation
1080,Leaf Spot,Tomato,Triticum,A fungal disease,Rotate crops,White powder on leaves,Asia,Medium,Avoid overhead irrigation
1081,Anthracnose,Corn,Solanum,A bacterial infection,Rotate crops,Reddish pustules,Africa,Low,Use mulch
1082,Leaf Spot,Tomato,Zea,A bacterial infection,Maintain good hygiene,Black spots on leaves,America,Low,Use mulch
1083,Rust,Wheat,Glycine,A parasitic infection,Rotate crops,Yellowing leaves,Asia,Medium,Use certified seeds
1084,Anthracnose,Wheat,Lycopersicon,Caused by nematodes,Use resistant varieties,White powder on leaves,America,Low,Avoid overhead irrigation
1085,Leaf Spot,Potato,Glycine,A fungal disease,Apply neem oil,White powder on leaves,Europe,High,Use certified seeds
1086,Anthracnose,Corn,Zea,A bacterial infection,Apply neem oil,Reddish pustules,Asia,High,Use certified seeds
1087,Anthracnose,Corn,Zea,A parasitic infection,Use fungicides,Black spots on leaves,Africa,Low,Crop rotation
1088,Leaf Spot,Soybean,Lycopersicon,Caused by nematodes,Use resistant varieties,Leaf curling,Asia,Low,Maintain field hygiene
1089,Late Blight,Tomato,Solanum,A viral infection,Rotate crops,Black spots on leaves,Australia,High,Use certified seeds
1090,Powdery Mildew,Wheat,Glycine,Caused by nematodes,Use resistant varieties,White powder on leaves,Australia,Low,Use certified seeds
1091,Anthracnose,Corn,Glycine,A fungal disease,Rotate crops,Black spots on leaves,Europe,Medium,Use mulch
1092,Anthracnose,Wheat,Triticum,Caused by nematodes,Rotate crops,Leaf curling,Asia,Low,Maintain field hygiene
1093,Anthracnose,Wheat,Solanum,A fungal disease,Apply neem oil,Leaf curling,Asia,Low,Maintain field hygiene
1094,Powdery Mildew,Tomato,Lycopersicon,A viral infection,Maintain good hygiene,White powder on leaves,Africa,Low,Use mulch
1095,Anthracnose,Wheat,Glycine,Caused by nematodes,Use fungicides,Yellowing leaves,Africa,High,Use mulch
1096,Anthracnose,Potato,Zea,A viral infection,Apply neem oil,White powder on leaves,Africa,High,Use certified seeds
1097,Leaf Spot,Potato,Solanum,A fungal disease,Rotate crops,Leaf curling,Asia,Low,Maintain field hygiene
1098,Late Blight,Corn,Zea,A fungal disease,Use fungicides,Leaf curling,Asia,High,Use certified seeds
1099,Rust,Corn,Zea,A fungal disease,Rotate crops,Black spots on leaves,Australia,Low,Crop rotation
1100,Rust,Soybean,Glycine,A parasitic infection,Apply neem oil,Reddish pustules,America,High,Avoid overhead irrigation
1101,Powdery Mildew,Wheat,Lycopersicon,A fungal disease,Rotate crops,Leaf curling,Africa,High,Crop rotation
1102,Rust,Corn,Lycopersicon,A bacterial infection,Use fungicides,Yellowing leaves,America,Medium,Use mulch
1103,Late Blight,Tomato,Lycopersicon,Caused by nematodes,Rotate crops,White powder on leaves,America,Medium,Use certified seeds
1104,Rust,Corn,Glycine,A parasitic infection,Apply neem oil,Leaf curling,Europe,Low,Use mulch
1105,Late Blight,Potato,Triticum,A viral infection,Rotate crops,Black spots on leaves,Asia,Low,Crop rotation
1106,Late Blight,Wheat,Lycopersicon,A viral infection,Use fungicides,Black spots on leaves,Asia,Low,Crop rotation
1107,Leaf Spot,Potato,Zea,A bacterial infection,Use resistant varieties,Reddish pustules,Australia,Low,Maintain field hygiene
1108,Rust,Corn,Zea,Caused by nematodes,Use resistant varieties,White powder on leaves,Asia,High,Maintain field hygiene
1109,Anthracnose,Corn,Triticum,A bacterial infection,Maintain good hygiene,Leaf curling,Europe,High,Crop rotation
1110,Powdery Mildew,Potato,Solanum,Caused by nematodes,Maintain good hygiene,Reddish pustules,Asia,High,Crop rotation
1111,Anthracnose,Soybean,Glycine,A viral infection,Apply neem oil,Yellowing leaves,Africa,Low,Avoid overhead irrigation
1112,Rust,Soybean,Glycine,A bacterial infection,Rotate crops,Leaf curling,Africa,Medium,Use mulch
1113,Rust,Corn,Zea,A viral infection,Rotate crops,Reddish pustules,Australia,Medium,Avoid overhead irrigation
1114,Anthracnose,Soybean,Lycopersicon,Caused by nematodes,Rotate crops,Yellowing leaves,Africa,Low,Maintain field hygiene
1115,Leaf Spot,Potato,Lycopersicon,A bacterial infection,Apply neem oil,Black spots on leaves,Europe,Medium,Maintain field hygiene
1116,Rust,Wheat,Triticum,A bacterial infection,Apply neem oil,White powder on leaves,Asia,Medium,Avoid overhead irrigation
1117,Leaf Spot,Corn,Solanum,A parasitic infection,Rotate crops,White powder on leaves,America,Medium,Maintain field hygiene
1118,Powdery Mildew,Tomato,Lycopersicon,A parasitic infection,Use fungicides,Yellowing leaves,Asia,Low,Avoid overhead irrigation
1119,Rust,Soybean,Lycopersicon,Caused by nematodes,Apply neem oil,Leaf curling,Europe,High,Use certified seeds
1120,Anthracnose,Soybean,Zea,Caused by nematodes,Maintain good hygiene,White powder on leaves,Asia,Medium,Crop rotation
1121,Leaf Spot,Tomato,Lycopersicon,A bacterial infection,Use fungicides,White powder on leaves,Asia,High,Use mulch
1122,Powdery Mildew,Tomato,Glycine,A parasitic infection,Use resistant varieties,Yellowing leaves,Africa,Low,Use mulch
1123,Late Blight,Potato,Lycopersicon,Caused by nematodes,Rotate crops,Yellowing leaves,Europe,Low,Use mulch
1124,Powdery Mildew,Potato,Lycopersicon,A bacterial infection,Maintain good hygiene,Black spots on leaves,Africa,High,Maintain field hygiene
1125,Leaf Spot,Soybean,Solanum,Caused by nematodes,Maintain good hygiene,Yellowing leaves,Australia,Low,Maintain field hygiene
1126,Rust,Wheat,Glycine,A fungal disease,Maintain good hygiene,Yellowing leaves,Australia,Low,Use certified seeds
1127,Rust,Potato,Triticum,A parasitic infection,Maintain good hygiene,Reddish pustules,Europe,Medium,Use certified seeds
1128,Late Blight,Potato,Glycine,Caused by nematodes,Rotate crops,Leaf curling,Europe,Low,Maintain field hygiene
1129,Leaf Spot,Corn,Triticum,A viral infection,Maintain good hygiene,Reddish pustules,Australia,Medium,Crop rotation
1130,Rust,Corn,Solanum,A bacterial infection,Maintain good hygiene,Yellowing leaves,America,Low,Maintain field hygiene
1131,Rust,Potato,Solanum,A bacterial infection,Use fungicides,Black spots on leaves,Australia,Medium,Avoid overhead irrigation
1132,Leaf Spot,Wheat,Zea,A parasitic infection,Apply neem oil,Leaf curling,Asia,Medium,Maintain field hygiene
1133,Powdery Mildew,Soybean,Solanum,A parasitic infection,Use resistant varieties,Reddish pustules,Australia,Medium,Crop rotation
1134,Anthracnose,Tomato,Lycopersicon,A bacterial infection,Rotate crops,Reddish pustules,Australia,High,Maintain field hygiene
1135,Powdery Mildew,Potato,Glycine,Caused by nematodes,Use resistant varieties,Leaf curling,Africa,High,Maintain field hygiene
1136,Leaf Spot,Wheat,Triticum,A parasitic infection,Use resistant varieties,Yellowing leaves,Europe,High,Maintain field hygiene
1137,Powdery Mildew,Wheat,Glycine,A parasitic infection,Apply neem oil,Leaf curling,Africa,Low,Use certified seeds
1138,Rust,Wheat,Glycine,A bacterial infection,Rotate crops,Reddish pustules,Africa,Medium,Maintain field hygiene
1139,Leaf Spot,Potato,Glycine,A bacterial infection,Use fungicides,White powder on leaves,Africa,Medium,Avoid overhead irrigation
1140,Rust,Potato,Glycine,Caused by nematodes,Apply neem oil,Leaf curling,Asia,High,Avoid overhead irrigation
1141,Rust,Wheat,Glycine,A bacterial infection,Maintain good hygiene,Black spots on leaves,Europe,High,Use mulch
1142,Rust,Wheat,Solanum,A fungal disease,Maintain good hygiene,Reddish pustules,Australia,Low,Use certified seeds
1143,Powdery Mildew,Potato,Glycine,Caused by nematodes,Use resistant varieties,Reddish pustules,Asia,Low,Crop rotation
1144,Anthracnose,Soybean,Glycine,A viral infection,Use fungicides,White powder on leaves,Africa,High,Avoid overhead irrigation
1145,Late Blight,Potato,Triticum,Caused by nematodes,Use resistant varieties,White powder on leaves,Asia,Low,Use certified seeds
1146,Anthracnose,Corn,Glycine,A fungal disease,Maintain good hygiene,White powder on leaves,Asia,Low,Crop rotation
1147,Late Blight,Wheat,Glycine,A viral infection,Rotate crops,White powder on leaves,Africa,Low,Avoid overhead irrigation
1148,Leaf Spot,Soybean,Glycine,Caused by nematodes,Apply neem oil,Yellowing leaves,Africa,High,Crop rotation
1149,Anthracnose,Tomato,Lycopersicon,A bacterial infection,Use fungicides,Leaf curling,Asia,High,Use certified seeds
1150,Late Blight,Potato,Lycopersicon,A viral infection,Apply neem oil,Black spots on leaves,Asia,High,Use mulch
1151,Rust,Wheat,Lycopersicon,A parasitic infection,Apply neem oil,Black spots on leaves,Europe,Medium,Use mulch
1152,Leaf Spot,Potato,Glycine,A bacterial infection,Use resistant varieties,Reddish pustules,Europe,High,Use certified seeds
1153,Anthracnose,Tomato,Solanum,Caused by nematodes,Maintain good hygiene,Yellowing leaves,Africa,High,Use certified seeds
1154,Powdery Mildew,Potato,Lycopersicon,A bacterial infection,Use fungicides,Reddish pustules,Africa,High,Use mulch
1155,Leaf Spot,Soybean,Zea,A bacterial infection,Apply neem oil,Black spots on leaves,Asia,Medium,Maintain field hygiene
1156,Rust,Tomato,Lycopersicon,A bacterial infection,Use fungicides,Leaf curling,America,Low,Maintain field hygiene
1157,Rust,Corn,Triticum,A parasitic infection,Use fungicides,Yellowing leaves,Europe,High,Maintain field hygiene
1158,Rust,Corn,Solanum,A bacterial infection,Maintain good hygiene,Yellowing leaves,America,High,Crop rotation
1159,Late Blight,Wheat,Triticum,A parasitic infection,Apply neem oil,Black spots on leaves,Asia,High,Maintain field hygiene
1160,Anthracnose,Corn,Triticum,Caused by nematodes,Use fungicides,Reddish pustules,Australia,High,Use mulch
1161,Leaf Spot,Potato,Lycopersicon,A fungal disease,Use fungicides,Leaf curling,Australia,Medium,Maintain field hygiene
1162,Anthracnose,Soybean,Triticum,A parasitic infection,Apply neem oil,Yellowing leaves,Australia,Low,Avoid overhead irrigation
1163,Anthracnose,Corn,Triticum,A bacterial infection,Apply neem oil,Reddish pustules,Australia,Low,Use mulch
1164,Late Blight,Wheat,Solanum,A parasitic infection,Apply neem oil,Yellowing leaves,Asia,Medium,Use mulch
1165,Late Blight,Potato,Lycopersicon,A viral infection,Use resistant varieties,Reddish pustules,Europe,Medium,Maintain field hygiene
1166,Rust,Wheat,Solanum,Caused by nematodes,Apply neem oil,White powder on leaves,Europe,Medium,Use mulch
1167,Anthracnose,Wheat,Glycine,A bacterial infection,Maintain good hygiene,Reddish pustules,America,Medium,Avoid overhead irrigation
1168,Late Blight,Soybean,Lycopersicon,A viral infection,Use fungicides,Black spots on leaves,Africa,Medium,Crop rotation
1169,Rust,Soybean,Triticum,A viral infection,Use resistant varieties,Leaf curling,Australia,Medium,Use certified seeds
1170,Leaf Spot,Wheat,Lycopersicon,A parasitic infection,Apply neem oil,Yellowing leaves,Europe,High,Use certified seeds
1171,Late Blight,Wheat,Lycopersicon,A viral infection,Rotate crops,Reddish pustules,Asia,Medium,Avoid overhead irrigation
1172,Late Blight,Corn,Glycine,A bacterial infection,Use resistant varieties,Black spots on leaves,Africa,High,Avoid overhead irrigation
1173,Leaf Spot,Corn,Solanum,A viral infection,Use resistant varieties,Leaf curling,America,Low,Use certified seeds
1174,Leaf Spot,Tomato,Lycopersicon,A viral infection,Use resistant varieties,Reddish pustules,America,Low,Use certified seeds
1175,Late Blight,Soybean,Lycopersicon,A parasitic infection,Use resistant varieties,Reddish pustules,Europe,Low,Use mulch
1176,Leaf Spot,Corn,Zea,A bacterial infection,Use fungicides,Yellowing leaves,Asia,High,Use certified seeds
1177,Leaf Spot,Wheat,Lycopersicon,A fungal disease,Use fungicides,White powder on leaves,Asia,Low,Crop rotation
1178,Rust,Corn,Solanum,Caused by nematodes,Use resistant varieties,Yellowing leaves,Europe,Medium,Use mulch
1179,Late Blight,Tomato,Zea,A fungal disease,Rotate crops,White powder on leaves,Europe,High,Maintain field hygiene
1180,Leaf Spot,Corn,Triticum,A fungal disease,Apply neem oil,Leaf curling,Europe,Low,Use certified seeds
1181,Rust,Wheat,Triticum,A bacterial infection,Use resistant varieties,Yellowing leaves,Europe,Low,Avoid overhead irrigation
1182,Late Blight,Corn,Lycopersicon,A bacterial infection,Use resistant varieties,Black spots on leaves,Asia,Medium,Crop rotation
1183,Late Blight,Corn,Solanum,A viral infection,Apply neem oil,Black spots on leaves,Asia,Low,Use mulch
1184,Late Blight,Soybean,Lycopersicon,Caused by nematodes,Use fungicides,Black spots on leaves,Europe,High,Crop rotation
1185,Leaf Spot,Soybean,Triticum,A parasitic infection,Use resistant varieties,Black spots on leaves,Asia,Medium,Maintain field hygiene
1186,Leaf Spot,Tomato,Lycopersicon,A bacterial infection,Use resistant varieties,White powder on leaves,America,Low,Use mulch
1187,Anthracnose,Tomato,Lycopersicon,A bacterial infection,Use resistant varieties,Reddish pustules,Asia,Low,Use certified seeds
1188,Rust,Corn,Triticum,A viral infection,Use resistant varieties,Leaf curling,Asia,Medium,Maintain field hygiene
1189,Anthracnose,Soybean,Triticum,Caused by nematodes,Apply neem oil,Black spots on leaves,Africa,Medium,Avoid overhead irrigation
1190,Rust,Soybean,Zea,A parasitic infection,Use fungicides,Leaf curling,Asia,Medium,Crop rotation
1191,Powdery Mildew,Corn,Zea,Caused by nematodes,Rotate crops,Yellowing leaves,Europe,Medium,Crop rotation
1192,Anthracnose,Soybean,Solanum,Caused by nematodes,Apply neem oil,White powder on leaves,Europe,Medium,Crop rotation
1193,Late Blight,Potato,Solanum,A viral infection,Rotate crops,White powder on leaves,Europe,Low,Use mulch
1194,Powdery Mildew,Wheat,Triticum,A fungal disease,Rotate crops,White powder on leaves,Australia,High,Crop rotation
1195,Powdery Mildew,Potato,Solanum,A bacterial infection,Apply neem oil,Reddish pustules,Asia,Medium,Crop rotation
1196,Powdery Mildew,Potato,Solanum,A fungal disease,Use fungicides,Reddish pustules,Africa,High,Use certified seeds
1197,Rust,Potato,Zea,A fungal disease,Use fungicides,White powder on leaves,Europe,Low,Use certified seeds
1198,Leaf Spot,Soybean,Triticum,A fungal disease,Use fungicides,Reddish pustules,Europe,High,Use certified seeds
